spa,msl,spa_n_caracteres,spa_n_palabras,spa_n_tokens_unicos,spa_longitud_media_palabra,spa_ratio_diversidad,msl_n_caracteres,msl_n_palabras,msl_n_tokens_unicos,msl_longitud_media_palabra,msl_ratio_diversidad,compresion_palabras,ratio_compresion,bin_long_spa
mi mamá come pasta en el restaurante,restaurante ahí mamá mía pasta comer,36.0,7.0,7.0,4.285714285714286,1.0,36.0,6.0,6.0,5.166666666666667,1.0,1.0,0.8571428571428571,≥7 palabras
mi papá come papas en el restaurante,restaurante ahí papá mío papas comer,36.0,7.0,7.0,4.285714285714286,1.0,36.0,6.0,6.0,5.166666666666667,1.0,1.0,0.8571428571428571,≥7 palabras
mi hermana come hamburguesa con papas en el restaurante,restaurante hermano mujer mía hamburguesa papas comer,55.0,9.0,9.0,5.222222222222222,1.0,53.0,7.0,7.0,6.714285714285714,1.0,2.0,0.7777777777777778,≥7 palabras
mi hermano come una baguette en la cafetería,cafetería ahí hermano mío baguette comer,44.0,8.0,8.0,4.625,1.0,40.0,6.0,6.0,5.833333333333333,1.0,2.0,0.75,≥7 palabras
mi tía come ensalada en la cafetería,cafetería ahí tío mujer mía ensalada comer,36.0,7.0,7.0,4.285714285714286,1.0,42.0,7.0,7.0,5.142857142857143,1.0,0.0,1.0,≥7 palabras
mi tío toma café en la cafetería,cafetería ahí tío mío café tomar,32.0,7.0,7.0,3.7142857142857144,1.0,32.0,6.0,6.0,4.5,1.0,1.0,0.8571428571428571,≥7 palabras
mi abuelo come una galleta en la cafetería,cafetería ahí abuelo mío una galleta comer,42.0,8.0,8.0,4.375,1.0,42.0,7.0,7.0,5.142857142857143,1.0,1.0,0.875,≥7 palabras
mi abuela come pizza en la cafetería,cafetería ahí abuelo mujer mía pizza comer,36.0,7.0,7.0,4.285714285714286,1.0,42.0,7.0,7.0,5.142857142857143,1.0,0.0,1.0,≥7 palabras
mi novio come hamburguesa con papas en la cafetería,cafetería ahí novio mío hamburguesa papas comer,51.0,9.0,9.0,4.777777777777778,1.0,47.0,7.0,7.0,5.857142857142857,1.0,2.0,0.7777777777777778,≥7 palabras
mi novia come pasta en la cafetería,cafetería ahí novio mujer mío pasta comer,35.0,7.0,7.0,4.142857142857143,1.0,41.0,7.0,7.0,5.0,1.0,0.0,1.0,≥7 palabras
mi amigo come crepas en la cafetería,cafetería ahí amigo mío crepas comer,36.0,7.0,7.0,4.285714285714286,1.0,36.0,6.0,6.0,5.166666666666667,1.0,1.0,0.8571428571428571,≥7 palabras
mi amiga come un hotdog en la cafetería,cafetería amigo mujer mía hotdog comer,39.0,8.0,8.0,4.0,1.0,38.0,6.0,6.0,5.5,1.0,2.0,0.75,≥7 palabras
tu mamá come pizza en la cafetería,cafetería ahí mamá tuya pizza comer,34.0,7.0,7.0,4.0,1.0,35.0,6.0,6.0,5.0,1.0,1.0,0.8571428571428571,≥7 palabras
tu papá come un sandwich en la cafetería,cafetetería ahí papá tuyo sándwich comer,40.0,8.0,8.0,4.125,1.0,40.0,6.0,6.0,5.833333333333333,1.0,2.0,0.75,≥7 palabras
tu hermana come pastel en la cafetería,cafetería ahí hermano mujer tuya pastel comer,38.0,7.0,7.0,4.571428571428571,1.0,45.0,7.0,7.0,5.571428571428571,1.0,0.0,1.0,≥7 palabras
tu hermano come hamburguesa en la cafetería,cafetería ahí hermano tuyo hamburguesa comer,43.0,7.0,7.0,5.285714285714286,1.0,44.0,6.0,6.0,6.5,1.0,1.0,0.8571428571428571,≥7 palabras
tu tía toma una malteada en la cafetería,cafetería ahí tío mujer tuya malteada beber,40.0,8.0,8.0,4.125,1.0,43.0,7.0,7.0,5.285714285714286,1.0,1.0,0.875,≥7 palabras
tu tío toma un café en la cafetería,cafetería tío tuyo café beber,35.0,8.0,8.0,3.5,1.0,29.0,5.0,5.0,5.0,1.0,3.0,0.625,≥7 palabras
tu abuelo come ensalada en la cafetería,cafetería ahí abuelo tuyo ensalada comer,39.0,7.0,7.0,4.714285714285714,1.0,40.0,6.0,6.0,5.833333333333333,1.0,1.0,0.8571428571428571,≥7 palabras
tu abuela come una baguette en la cafetería,cafetería ahí abuelo mujer tuya baguette comer,43.0,8.0,8.0,4.5,1.0,46.0,7.0,7.0,5.714285714285714,1.0,1.0,0.875,≥7 palabras
tu novio come crepas en la cafetería,cafetería ahí novio tuyo crepas comer,36.0,7.0,7.0,4.285714285714286,1.0,37.0,6.0,6.0,5.333333333333333,1.0,1.0,0.8571428571428571,≥7 palabras
tu novia come una hamburguesa con papas en la cafetería,cafetería ahí novio mujer tuya hamburguesa papas comer,55.0,10.0,10.0,4.6,1.0,54.0,8.0,8.0,5.875,1.0,2.0,0.8,≥7 palabras
tu amigo come un pastel en la cafetería,cafetería ahí amigo tuyo pastel  comer,39.0,8.0,8.0,4.0,1.0,37.0,6.0,6.0,5.333333333333333,1.0,2.0,0.75,≥7 palabras
tu amiga come un sándwich en la cafetería,cafetería ahí amigo mujer tuya sándwich comer,41.0,8.0,8.0,4.25,1.0,45.0,7.0,7.0,5.571428571428571,1.0,1.0,0.875,≥7 palabras
estoy bien,bien,10.0,2.0,2.0,4.5,1.0,4.0,1.0,1.0,4.0,1.0,1.0,0.5,2 palabras
estoy mal,mal,9.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.5,2 palabras
estoy masomenos,masomenos,15.0,2.0,2.0,7.0,1.0,9.0,1.0,1.0,9.0,1.0,1.0,0.5,2 palabras
yo estoy bien,yo bien,13.0,3.0,3.0,3.6666666666666665,1.0,7.0,2.0,2.0,3.0,1.0,1.0,0.6666666666666666,3 palabras
tú estás bien,tú bien,13.0,3.0,3.0,3.6666666666666665,1.0,7.0,2.0,2.0,3.0,1.0,1.0,0.6666666666666666,3 palabras
él está bien,él bien,12.0,3.0,3.0,3.3333333333333335,1.0,7.0,2.0,2.0,3.0,1.0,1.0,0.6666666666666666,3 palabras
estamos bien,nosotros bien,12.0,2.0,2.0,5.5,1.0,13.0,2.0,2.0,6.0,1.0,0.0,1.0,2 palabras
ellas están bien,ellas bien,16.0,3.0,3.0,4.666666666666667,1.0,10.0,2.0,2.0,4.5,1.0,1.0,0.6666666666666666,3 palabras
ellos están bien,ellos bien,16.0,3.0,3.0,4.666666666666667,1.0,10.0,2.0,2.0,4.5,1.0,1.0,0.6666666666666666,3 palabras
ustedes están bien,ustedes bien,18.0,3.0,3.0,5.333333333333333,1.0,12.0,2.0,2.0,5.5,1.0,1.0,0.6666666666666666,3 palabras
mi mamá está bien,mamá mía bien,17.0,4.0,4.0,3.5,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
mi papá está bien,papá mío bien,17.0,4.0,4.0,3.5,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
las niñas están bien,niño mujer ellas bien,20.0,4.0,4.0,4.25,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
los niños están bien,niño ellos bien,20.0,4.0,4.0,4.25,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
mi tía está bien,tía mía bien,16.0,4.0,4.0,3.25,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,1.0,0.75,4 palabras
mi tío está bien,tío mío bien,16.0,4.0,4.0,3.25,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,1.0,0.75,4 palabras
mi abuelo está bien,abuelo mío bien,19.0,4.0,4.0,4.0,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
mi abuela está bien,abuelo mujer mía bien,19.0,4.0,4.0,4.0,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
mi amigo está bien,amigo mío bien,18.0,4.0,4.0,3.75,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
mi hermano está bien,hermano mío bien,20.0,4.0,4.0,4.25,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
mi amiga está bien,amigo mujer mía bien,18.0,4.0,4.0,3.75,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
mi novio está bien,novio mío bien,18.0,4.0,4.0,3.75,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
mi novia está bien,novio mujer mía bien,18.0,4.0,4.0,3.75,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
tu tía está bien,tío mujer tuya bien,16.0,4.0,4.0,3.25,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
tu tío está bien,tío tuyo bien,16.0,4.0,4.0,3.25,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
tu abuelo está bien,abuelo tuyo bien,19.0,4.0,4.0,4.0,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
tu abuela está bien,abuelo mujer tuya bien,19.0,4.0,4.0,4.0,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
tu amigo está bien,amigo tuyo bien,18.0,4.0,4.0,3.75,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
tu amiga está bien,amigo mujer tuya bien,18.0,4.0,4.0,3.75,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
tu novio está bien,novio tuyo bien,18.0,4.0,4.0,3.75,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
tu novia está bien,novio mujer tuya bien,18.0,4.0,4.0,3.75,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
nuestro amigo está bien,amigo nuestro bien,23.0,4.0,4.0,5.0,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
nuestra amiga está bien,amigo mujer nuestra bien,23.0,4.0,4.0,5.0,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
yo estoy mal,yo mal,12.0,3.0,3.0,3.3333333333333335,1.0,6.0,2.0,2.0,2.5,1.0,1.0,0.6666666666666666,3 palabras
tú estás mal,tú mal,12.0,3.0,3.0,3.3333333333333335,1.0,6.0,2.0,2.0,2.5,1.0,1.0,0.6666666666666666,3 palabras
él está mal,él mal,11.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,2.5,1.0,1.0,0.6666666666666666,3 palabras
estamos mal,nosotros mal,11.0,2.0,2.0,5.0,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
ellas están mal,ellas mal,15.0,3.0,3.0,4.333333333333333,1.0,9.0,2.0,2.0,4.0,1.0,1.0,0.6666666666666666,3 palabras
ellos están mal,ellos mal,15.0,3.0,3.0,4.333333333333333,1.0,9.0,2.0,2.0,4.0,1.0,1.0,0.6666666666666666,3 palabras
ustedes están mal,ustedes mal,17.0,3.0,3.0,5.0,1.0,11.0,2.0,2.0,5.0,1.0,1.0,0.6666666666666666,3 palabras
mi mamá está mal,mamá mía mal,16.0,4.0,4.0,3.25,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,1.0,0.75,4 palabras
mi papá está mal,papá mío mal,16.0,4.0,4.0,3.25,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,1.0,0.75,4 palabras
las niñas están mal,niño mujer ellas mal,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
los niños están mal,niño ellos mal,19.0,4.0,4.0,4.0,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
mi tía está mal,tía mía mal,15.0,4.0,4.0,3.0,1.0,11.0,3.0,3.0,3.0,1.0,1.0,0.75,4 palabras
mi tío está mal,tío mío mal,15.0,4.0,4.0,3.0,1.0,11.0,3.0,3.0,3.0,1.0,1.0,0.75,4 palabras
mi abuelo está mal,abuelo mío mal,18.0,4.0,4.0,3.75,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
mi abuela está mal,abuelo mujer mía mal,18.0,4.0,4.0,3.75,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
mi amigo está mal,amigo mío mal,17.0,4.0,4.0,3.5,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
mi hermano está mal,hermano mío mal,19.0,4.0,4.0,4.0,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
mi amiga está mal,amigo mujer mía mal,17.0,4.0,4.0,3.5,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
mi novio está mal,novio mío mal,17.0,4.0,4.0,3.5,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
mi novia está mal,novio mujer mía mal,17.0,4.0,4.0,3.5,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
tu tía está mal,tío mujer tuya mal,15.0,4.0,4.0,3.0,1.0,18.0,4.0,4.0,3.75,1.0,0.0,1.0,4 palabras
tu tío está mal,tío tuyo mal,15.0,4.0,4.0,3.0,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,1.0,0.75,4 palabras
tu abuelo está mal,abuelo tuyo mal,18.0,4.0,4.0,3.75,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
tu abuela está mal,abuelo mujer tuya mal,18.0,4.0,4.0,3.75,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
tu amigo está mal,amigo tuyo mal,17.0,4.0,4.0,3.5,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
tu amiga está mal,amigo mujer tuya mal,17.0,4.0,4.0,3.5,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
tu novio está mal,novio tuyo mal,17.0,4.0,4.0,3.5,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
tu novia está mal,novio mujer tuya mal,17.0,4.0,4.0,3.5,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
nuestro amigo está mal,amigo nuestro mal,22.0,4.0,4.0,4.75,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
nuestra amiga está mal,amigo mujer nuestra mal,22.0,4.0,4.0,4.75,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
yo estoy masomenos,yo masomenos,18.0,3.0,3.0,5.333333333333333,1.0,12.0,2.0,2.0,5.5,1.0,1.0,0.6666666666666666,3 palabras
tú estás masomenos,tú masomenos,18.0,3.0,3.0,5.333333333333333,1.0,12.0,2.0,2.0,5.5,1.0,1.0,0.6666666666666666,3 palabras
él está masomenos,él masomenos,17.0,3.0,3.0,5.0,1.0,12.0,2.0,2.0,5.5,1.0,1.0,0.6666666666666666,3 palabras
estamos masomenos,nosotros masomenos,17.0,2.0,2.0,8.0,1.0,18.0,2.0,2.0,8.5,1.0,0.0,1.0,2 palabras
ellas están masomenos,ellas masomenos,21.0,3.0,3.0,6.333333333333333,1.0,15.0,2.0,2.0,7.0,1.0,1.0,0.6666666666666666,3 palabras
ellos están masomenos,ellos masomenos,21.0,3.0,3.0,6.333333333333333,1.0,15.0,2.0,2.0,7.0,1.0,1.0,0.6666666666666666,3 palabras
ustedes están masomenos,ustedes masomenos,23.0,3.0,3.0,7.0,1.0,17.0,2.0,2.0,8.0,1.0,1.0,0.6666666666666666,3 palabras
mi mamá está masomenos,mamá mía masomenos,22.0,4.0,4.0,4.75,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
mi papá está masomenos,papá mío masomenos,22.0,4.0,4.0,4.75,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
las niñas están masomenos,niño mujer ellas masomenos,25.0,4.0,4.0,5.5,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
los niños están masomenos,niño ellos masomenos,25.0,4.0,4.0,5.5,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
mi tía está masomenos,tía mía masomenos,21.0,4.0,4.0,4.5,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
mi tío está masomenos,tío mío masomenos,21.0,4.0,4.0,4.5,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
mi abuelo está masomenos,abuelo mío masomenos,24.0,4.0,4.0,5.25,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
mi abuela está masomenos,abuelo mujer mía masomenos,24.0,4.0,4.0,5.25,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
mi amigo está masomenos,amigo mío masomenos,23.0,4.0,4.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
mi hermano está masomenos,hermano mío masomenos,25.0,4.0,4.0,5.5,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
mi amiga está masomenos,amigo mujer mía masomenos,23.0,4.0,4.0,5.0,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
mi novio está masomenos,novio mío masomenos,23.0,4.0,4.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
mi novia está masomenos,novio mujer mía masomenos,23.0,4.0,4.0,5.0,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
tu tía está masomenos,tío mujer tuya masomenos,21.0,4.0,4.0,4.5,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
tu tío está masomenos,tío tuyo masomenos,21.0,4.0,4.0,4.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
tu abuelo está masomenos,abuelo tuyo masomenos,24.0,4.0,4.0,5.25,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
tu abuela está masomenos,abuelo mujer tuya masomenos,24.0,4.0,4.0,5.25,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
tu amigo está masomenos,amigo tuyo masomenos,23.0,4.0,4.0,5.0,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
tu amiga está masomenos,amigo mujer tuya masomenos,23.0,4.0,4.0,5.0,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
tu novio está masomenos,novio tuyo masomenos,23.0,4.0,4.0,5.0,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
tu novia está masomenos,novio mujer tuya masomenos,23.0,4.0,4.0,5.0,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
nuestro amigo está masomenos,amigo nuestro masomenos,28.0,4.0,4.0,6.25,1.0,23.0,3.0,3.0,7.0,1.0,1.0,0.75,4 palabras
nuestra amiga está masomenos,amigo mujer nuestra masomenos,28.0,4.0,4.0,6.25,1.0,29.0,4.0,4.0,6.5,1.0,0.0,1.0,4 palabras
¿dónde vives?,¿tú vivir dónde?,13.0,2.0,2.0,5.0,1.0,16.0,3.0,3.0,4.0,1.0,-1.0,1.5,2 palabras
¿dónde vive tu mamá?,¿mamá tuya vivir dónde?,20.0,4.0,4.0,3.75,1.0,23.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
¿dónde vive tu papá?,¿papá tuyo vivir dónde?,20.0,4.0,4.0,3.75,1.0,23.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
¿dónde viven tus hermanos?,¿hermano ellos tuyos vivir dónde?,26.0,4.0,4.0,5.25,1.0,33.0,5.0,5.0,5.4,1.0,-1.0,1.25,4 palabras
¿dónde viven tus hermanas?,¿hermano mujer ellas tuyas vivir dónde?,26.0,4.0,4.0,5.25,1.0,39.0,6.0,6.0,5.333333333333333,1.0,-2.0,1.5,4 palabras
¿dónde vive tu abuela?,¿abuelo mujer vivir dónde?,22.0,4.0,4.0,4.25,1.0,26.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
¿dónde vive tu abuelo?,¿abuelo vivir dónde?,22.0,4.0,4.0,4.25,1.0,20.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
¿dónde vive tu tía?,¿tío mujer tuya vivir dónde?,19.0,4.0,4.0,3.5,1.0,28.0,5.0,5.0,4.4,1.0,-1.0,1.25,4 palabras
¿dónde vive tu tío?,¿tío tuya vivir dónde?,19.0,4.0,4.0,3.5,1.0,22.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
¿dónde vive tu primo?,¿primo tuyo vivir dónde?,21.0,4.0,4.0,4.0,1.0,24.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
¿dónde vive tu prima?,¿primo mujer tuya vivir dónde?,21.0,4.0,4.0,4.0,1.0,30.0,5.0,5.0,4.8,1.0,-1.0,1.25,4 palabras
¿a dónde fuiste ayer?,¿ayer tú ir dónde?,21.0,4.0,4.0,4.0,1.0,18.0,4.0,4.0,3.25,1.0,0.0,1.0,4 palabras
¿a dónde fuiste?,¿pasado tú ir dónde?,16.0,3.0,3.0,4.0,1.0,20.0,4.0,4.0,3.75,1.0,-1.0,1.3333333333333333,3 palabras
¿a dónde fuiste la semana pasada?,¿semana pasada tú ir dónde?,33.0,6.0,6.0,4.333333333333333,1.0,27.0,5.0,5.0,4.2,1.0,1.0,0.8333333333333334,6 palabras
¿a dónde fue ayer?,¿ayer él ir dónde?,18.0,4.0,4.0,3.25,1.0,18.0,4.0,4.0,3.25,1.0,0.0,1.0,4 palabras
¿a dónde fue ayer?,¿ayer ella ir dónde?,18.0,4.0,4.0,3.25,1.0,20.0,4.0,4.0,3.75,1.0,0.0,1.0,4 palabras
¿a dónde fuiste?,¿pasado tú ir dónde?,16.0,3.0,3.0,4.0,1.0,20.0,4.0,4.0,3.75,1.0,-1.0,1.3333333333333333,3 palabras
¿a dónde fueron?,¿pasado ustedes (ellos) (ellas) ir dónde?,16.0,3.0,3.0,4.0,1.0,41.0,6.0,6.0,5.0,1.0,-3.0,2.0,3 palabras
¿a dónde fue tu mamá?,¿pasado mamá tuya ir dónde?,21.0,5.0,5.0,3.0,1.0,27.0,5.0,5.0,4.2,1.0,0.0,1.0,5 palabras
¿a dónde fue tu papá?,¿pasado papá tuya ir dónde?,21.0,5.0,5.0,3.0,1.0,27.0,5.0,5.0,4.2,1.0,0.0,1.0,5 palabras
¿a dónde fue tu hermano?,¿pasado hermano tuya ir dónde?,24.0,5.0,5.0,3.6,1.0,30.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
¿a dónde fue tu hermana?,¿pasado hermano mujer tuya ir dónde?,24.0,5.0,5.0,3.6,1.0,36.0,6.0,6.0,4.833333333333333,1.0,-1.0,1.2,5 palabras
¿a dónde fue tu sobrina?,¿pasado sobrino mujer tuya ir dónde?,24.0,5.0,5.0,3.6,1.0,36.0,6.0,6.0,4.833333333333333,1.0,-1.0,1.2,5 palabras
¿a dónde fue tu sobrino?,¿pasado sobrino mujer tuya ir dónde?,24.0,5.0,5.0,3.6,1.0,36.0,6.0,6.0,4.833333333333333,1.0,-1.0,1.2,5 palabras
¿a dónde fue tu abuela?,¿pasado abuelo mujer tuya ir dónde?,23.0,5.0,5.0,3.4,1.0,35.0,6.0,6.0,4.666666666666667,1.0,-1.0,1.2,5 palabras
¿a dónde fueron la semana pasada?,¿semana pasada ustedes (ellos) (ellas) ir dónde?,33.0,6.0,6.0,4.333333333333333,1.0,48.0,7.0,7.0,5.142857142857143,1.0,-1.0,1.1666666666666667,6 palabras
¿dónde está la biblioteca?,¿biblioteca dónde?,26.0,4.0,4.0,5.25,1.0,18.0,2.0,2.0,7.5,1.0,2.0,0.5,4 palabras
¿dónde está el mercado?,¿mercado dónde?,23.0,4.0,4.0,4.5,1.0,15.0,2.0,2.0,6.0,1.0,2.0,0.5,4 palabras
¿dónde está la iglesia?,¿iglesia dónde?,23.0,4.0,4.0,4.5,1.0,15.0,2.0,2.0,6.0,1.0,2.0,0.5,4 palabras
¿dónde está el restaurante?,¿restaurante dónde?,27.0,4.0,4.0,5.5,1.0,19.0,2.0,2.0,8.0,1.0,2.0,0.5,4 palabras
¿dónde está el centro?,¿centro dónde?,22.0,4.0,4.0,4.25,1.0,14.0,2.0,2.0,5.5,1.0,2.0,0.5,4 palabras
¿dónde está el banco ?,¿banco dónde?,22.0,4.0,4.0,4.0,1.0,13.0,2.0,2.0,5.0,1.0,2.0,0.5,4 palabras
¿dónde está el supermercado ?,¿supermercado dónde?,29.0,4.0,4.0,5.75,1.0,20.0,2.0,2.0,8.5,1.0,2.0,0.5,4 palabras
¿dónde está la panadería?,¿panadería dónde?,25.0,4.0,4.0,5.0,1.0,17.0,2.0,2.0,7.0,1.0,2.0,0.5,4 palabras
¿dónde está la plaza?,¿plaza dónde?,21.0,4.0,4.0,4.0,1.0,13.0,2.0,2.0,5.0,1.0,2.0,0.5,4 palabras
¿dónde está el museo?,¿museo dónde?,21.0,4.0,4.0,4.0,1.0,13.0,2.0,2.0,5.0,1.0,2.0,0.5,4 palabras
¿dónde está el teatro?,¿teatro dónde?,22.0,4.0,4.0,4.25,1.0,14.0,2.0,2.0,5.5,1.0,2.0,0.5,4 palabras
¿dónde está el hospital?,¿hospital dónde?,24.0,4.0,4.0,4.75,1.0,16.0,2.0,2.0,6.5,1.0,2.0,0.5,4 palabras
tu mamá fue al supermercado,pasado mamá tuya supermercado ir,27.0,5.0,5.0,4.6,1.0,32.0,5.0,5.0,5.6,1.0,0.0,1.0,5 palabras
tu papá fue al supermercado,pasado papá tuyo supermercado ir,27.0,5.0,5.0,4.6,1.0,32.0,5.0,5.0,5.6,1.0,0.0,1.0,5 palabras
tu abuela fue a la iglesia,pasado abuelo mujer tuya iglesia ir,26.0,6.0,6.0,3.5,1.0,35.0,6.0,6.0,5.0,1.0,0.0,1.0,6 palabras
tu abuelo fue a la iglesia,pasado abuelo tuyo iglesia ir,26.0,6.0,6.0,3.5,1.0,29.0,5.0,5.0,5.0,1.0,1.0,0.8333333333333334,6 palabras
tu hijo fue a la universidad,¿pasado noche tú hacer qué?,28.0,6.0,6.0,3.8333333333333335,1.0,27.0,5.0,5.0,4.2,1.0,1.0,0.8333333333333334,6 palabras
tu hija fue a la universidad,pasado hijo mujer tuya universidad ir,28.0,6.0,6.0,3.8333333333333335,1.0,37.0,6.0,6.0,5.333333333333333,1.0,0.0,1.0,6 palabras
tu sobrino fue al mercado,pasado sobrino tuyo mercado ir,25.0,5.0,5.0,4.2,1.0,30.0,5.0,5.0,5.2,1.0,0.0,1.0,5 palabras
tu sobrina fue al mercado,pasado sobrino mujer tuya mercado ir,25.0,5.0,5.0,4.2,1.0,36.0,6.0,6.0,5.166666666666667,1.0,-1.0,1.2,5 palabras
mi amiga fue al supermercado,pasado amigo mujer mía supermercado ir,28.0,5.0,5.0,4.8,1.0,38.0,6.0,6.0,5.5,1.0,-1.0,1.2,5 palabras
mi amigo fue al supermercado,pasado amigo mío supermercado ir,28.0,5.0,5.0,4.8,1.0,32.0,5.0,5.0,5.6,1.0,0.0,1.0,5 palabras
mi novio fue a la biblioteca,pasado novio mío biblioteca ir,28.0,6.0,6.0,3.8333333333333335,1.0,30.0,5.0,5.0,5.2,1.0,1.0,0.8333333333333334,6 palabras
mi novia fue a la biblioteca,pasado novio mujer mía biblioteca ir,28.0,6.0,6.0,3.8333333333333335,1.0,36.0,6.0,6.0,5.166666666666667,1.0,0.0,1.0,6 palabras
mi amigo fue al centro,pasado amigo mío centro ir,22.0,5.0,5.0,3.6,1.0,26.0,5.0,5.0,4.4,1.0,0.0,1.0,5 palabras
mi amiga fue al centro,pasado amigo mujer mía centro ir,22.0,5.0,5.0,3.6,1.0,32.0,6.0,6.0,4.5,1.0,-1.0,1.2,5 palabras
